tree_id,longitude,latitude,common,scientific,link,health,notes,memorial
942,-76.486449,42.476029,Eastern White Pine,Pinus strobus,https://en.wikipedia.org/wiki/Pinus_strobus,3,,
943,-76.486468,42.476017,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,4,,
944,-76.486483,42.476026,Eastern White Pine,Pinus strobus,https://en.wikipedia.org/wiki/Pinus_strobus,2,,
945,-76.486475,42.476055,Eastern White Pine,Pinus strobus,https://en.wikipedia.org/wiki/Pinus_strobus,3,,
946,-76.486485,42.476085,Eastern White Pine,Pinus strobus,https://en.wikipedia.org/wiki/Pinus_strobus,5,,
947,-76.486522,42.476080,Eastern White Pine,Pinus strobus,https://en.wikipedia.org/wiki/Pinus_strobus,2,,
948,-76.486540,42.476124,White Spruce,Picea glauca,https://en.wikipedia.org/wiki/Picea_glauca,3,,
949,-76.486559,42.476135,White Spruce,Picea glauca,https://en.wikipedia.org/wiki/Picea_glauca,4,,
950,-76.486554,42.476173,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
951,-76.486450,42.476258,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
952,-76.486467,42.476289,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
953,-76.486480,42.476311,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,4,,
954,-76.486522,42.476322,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,5,,
955,-76.486504,42.476429,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,5,,
956,-76.486484,42.476474,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,4,,
957,-76.486534,42.476532,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,5,Cockspur,
958,-76.486571,42.476563,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,5,Cockspur,
959,-76.486525,42.476723,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,3,,
960,-76.486545,42.476781,Sugar Maple,Acer saccharum,https://en.wikipedia.org/wiki/Acer_saccharum,5,,
961,-76.486371,42.476697,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,5,,
962,-76.486075,42.476677,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,5,,
963,-76.486058,42.476585,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,4,,
964,-76.485956,42.476662,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,5,,
965,-76.485932,42.476562,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,5,,
966,-76.485798,42.476392,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,4,,
967,-76.485727,42.476349,Bradford Pear,Pyrus calleryana,https://en.wikipedia.org/wiki/Pyrus_calleryana,4,,
968,-76.485659,42.476366,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,2,,
969,-76.485721,42.476250,Contorta Hazelnut,Corylus avellana 'Contorta',https://en.wikipedia.org/wiki/Corylus_avellana,2,Contorta,
970,-76.485735,42.476207,Contorta Hazelnut,Corylus avellana 'Contorta',https://en.wikipedia.org/wiki/Corylus_avellana,2,Contorta,
971,-76.485647,42.476180,Contorta Hazelnut,Corylus avellana 'Contorta',https://en.wikipedia.org/wiki/Corylus_avellana,2,Contorta,
972,-76.485576,42.476330,Japanese Weeping Cherry,Prunus serrulata,https://en.wikipedia.org/wiki/Prunus_serrulata,3,,
973,-76.485406,42.476482,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
974,-76.485267,42.476527,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
975,-76.485252,42.476294,Redbud,Cercis canadensis,https://en.wikipedia.org/wiki/Cercis_canadensis,4,,
976,-76.485170,42.476094,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
977,-76.485152,42.476119,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
978,-76.485087,42.476122,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
979,-76.485130,42.476156,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
980,-76.485064,42.476319,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
981,-76.485067,42.476829,Magnolia,Magnolia,https://en.wikipedia.org/wiki/Magnolia,5,,
982,-76.485310,42.476856,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,5,,
983,-76.485404,42.476888,American Sycamore,Platanus occidentalis,https://en.wikipedia.org/wiki/Platanus_occidentalis,5,,
984,-76.485415,42.476732,Fringe Tree,Chionanthus,https://en.wikipedia.org/wiki/Chionanthus,5,,
985,-76.485493,42.476739,Hemlock,Tsuga,https://en.wikipedia.org/wiki/Tsuga,2,,
986,-76.485956,42.476890,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,5,,
987,-76.486070,42.476900,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,5,,
988,-76.486344,42.476887,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,4,,
989,-76.486331,42.476992,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,4,,
990,-76.486554,42.477060,Honey Locust,Gleditsia triacanthos,https://en.wikipedia.org/wiki/Honey_locust,5,,
991,-76.486974,42.477196,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,5,Cockspur Sprayed,
992,-76.487059,42.477187,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,4,Cockspur Sprayed,
993,-76.487353,42.477018,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,4,,
994,-76.487395,42.476983,Silver Maple,Acer saccharinum,https://en.wikipedia.org/wiki/Acer_saccharinum,5,,
995,-76.487431,42.477012,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
996,-76.487407,42.477043,River Birch,Betula nigra,https://en.wikipedia.org/wiki/Betula_nigra,5,,
997,-76.487614,42.477331,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,3,,
998,-76.487846,42.477115,Hawthorn,Crataegus,https://en.wikipedia.org/wiki/Crataegus,5,,
999,-76.487913,42.477025,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,3,,
1000,-76.488095,42.477046,Cypress,Cupressus,https://en.wikipedia.org/wiki/Cupressus,4,Sawara,
1001,-76.488154,42.477082,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,5,,
1002,-76.488256,42.477091,Red Pine,Pinus resinosa,https://en.wikipedia.org/wiki/Pinus_resinosa,4,,
1003,-76.488206,42.476986,White Spruce,Picea glauca,https://en.wikipedia.org/wiki/Picea_glauca,5,,
1004,-76.488204,42.476934,White Spruce,Picea glauca,https://en.wikipedia.org/wiki/Picea_glauca,5,,
1005,-76.488267,42.476899,Eastern White Pine,Pinus strobus,https://en.wikipedia.org/wiki/Pinus_strobus,4,,
1006,-76.488377,42.476852,Norway Spruce,Picea abies,https://en.wikipedia.org/wiki/Picea_abies,4,,
1007,-76.488455,42.476859,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,4,Siberian Scab,
1008,-76.488512,42.477086,Northern Red Oak,Quercus rubra,https://en.wikipedia.org/wiki/Quercus_rubra,4,,
1009,-76.488626,42.477062,Northern Red Oak,Quercus rubra,https://en.wikipedia.org/wiki/Quercus_rubra,3,,
1010,-76.488751,42.477182,Tulip Tree,Liriodendron tulipifera,https://en.wikipedia.org/wiki/Liriodendron_tulipifera,5,,
1011,-76.488818,42.477172,Sweet Gum,Liquidambar styraciflua,https://en.wikipedia.org/wiki/Liquidambar_styraciflua,0,,
1012,-76.488894,42.477159,Tulip Tree,Liriodendron tulipifera,https://en.wikipedia.org/wiki/Liriodendron_tulipifera,3,,
1013,-76.488986,42.477141,Sweet Gum,Liquidambar styraciflua,https://en.wikipedia.org/wiki/Liquidambar_styraciflua,0,,
1014,-76.488920,42.476955,Dogwood,Cornus,https://en.wikipedia.org/wiki/Cornus,3,Rough Leaf,
1015,-76.488752,42.476892,Crabapple,Malus,https://en.wikipedia.org/wiki/Malus,2,Scab,
1016,-76.488600,42.472830,Black Gum,Nyssa sylvatica,https://en.wikipedia.org/wiki/Nyssa_sylvatica,5,,Jane Dieckmann
